PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,PC166,PC167,PC168,PC169,PC170,PC171,PC172,PC173,PC174,PC175,PC176,PC177,PC178,PC179,PC180,PC181,PC182,PC183,max_salary,min_salary
0.12902133,-0.3053092,-0.0630057,-0.0067599537,-0.02122667,0.12826566,0.16463006,-0.007313285,0.10273454,-0.14684567,0.090343334,-0.23120949,0.0018097241,-0.12135984,-0.13562658,0.08172907,0.10042848,0.30841604,-0.025208084,0.016499596,-0.0017453644,-0.085205376,-0.008744738,0.3650891,0.060051803,0.1902009,-0.073948614,-0.09953522,0.13595952,-0.018526888,-0.011813266,-0.107510075,0.08672086,-0.09283764,-0.0054879854,-0.048330024,0.002368795,-0.09979909,-0.063641995,0.10237569,-0.042641383,-0.07199966,-0.0004800683,0.022758532,-0.025446868,-0.0022662834,-0.013107082,-0.10685589,0.0598387,0.10650836,-0.004519831,0.013914092,0.11524356,-0.07598633,-0.06756152,-0.037458874,0.012695088,-0.033189956,0.029203648,0.002148863,-0.05198967,0.01302376,0.005335145,-0.03612283,-0.087518215,0.003307534,0.032739546,-0.053741094,0.011332699,-0.038256846,0.06602021,0.04169168,-0.0038232135,-0.045031615,-0.07798341,-0.028346958,0.047673218,0.0024815786,0.029961873,0.03250517,-0.06386588,-0.024592364,-0.003455591,0.072521694,0.010301042,0.009916126,0.020755343,-0.010286376,-0.020697795,-0.0129780965,0.004134222,0.013160526,0.09368768,-0.012848979,0.0148165,-0.03720893,-0.0896942,0.012582985,-0.08201589,-0.0039978297,-0.0029673588,-0.024566261,-0.06516504,0.0030036848,0.01546584,-4.3324626e-06,0.013786264,0.021658426,0.013663894,0.005746569,0.011366721,0.035360046,-0.053905826,-0.048367187,0.042644728,0.04966726,-0.0184738,0.028213274,-0.014589725,0.009616502,0.007053442,0.036648914,0.005581824,0.003058205,-0.007756248,-0.021017421,-0.054838948,0.042535182,0.02501474,-0.036003023,0.012415798,-0.031901374,0.02028133,0.017732102,0.011406198,0.015260538,0.04323873,0.01406013,-0.04436805,-0.0062975483,0.024074811,-0.02032579,-0.035077434,0.011978504,-0.010131834,0.040238462,-0.0021719553,-0.010940098,0.014258713,0.01750329,0.051646624,-0.031523604,-0.0709546,0.0033873867,0.019962994,-0.011018998,0.0036642374,-0.005368509,0.028735928,-0.036596008,-0.033511885,0.0076181847,-0.04558412,0.0037898372,0.010971154,-0.0051776525,0.0111232065,-0.034792237,0.009829364,-0.020772334,-0.02250629,0.014156045,-0.014029013,0.012063022,6.997219e-05,-0.006171465,-0.02667366,-0.005722275,0.011190147,0.02047723,-0.008111049,-0.0014359615,-0.007151136,97900.0,65000.0
-0.3399712,-0.054915413,0.1742315,-0.01812342,-0.031159213,0.033294294,0.07867373,0.03880521,-0.065591194,0.18864436,-0.018840117,0.12385404,0.07122664,-0.06944058,-0.047878433,-0.1204307,-0.090878025,0.034907263,0.0037189398,0.044229615,-0.07760693,-0.00972385,0.0433091,0.06611063,-0.03105204,-0.053283606,-0.027738664,0.018070025,-0.01585389,0.11213799,-0.0522153,0.033573397,-0.027341539,-0.08419834,0.036967214,0.06740253,-0.11487398,0.010506184,-0.04736414,-0.00070986635,-0.022035977,-0.05350557,0.046099406,-0.093122825,0.12093416,0.022449689,0.014781177,-0.019712398,0.016676577,0.02965471,-0.021464515,-0.10090539,0.059035383,0.08359924,-0.043092445,0.05708857,-0.11289297,-0.031698294,-0.0923347,0.04041326,-0.0034631577,0.058181267,-0.024355765,0.009659196,0.011156124,0.017714413,-0.068714716,0.051544297,0.068056665,0.037103947,-0.0065436163,-0.008910162,0.0068067843,-0.0042141546,0.031208314,0.012097518,-0.01999795,0.076674126,0.023057489,-0.032840505,-0.061698608,-0.058913346,-0.01722183,-0.014078965,-0.06283616,0.056226734,-0.006873581,-0.06467515,0.020927092,0.011014636,-0.0051087704,0.0014913324,-0.059725042,0.022368519,-0.077769786,-0.0045971475,0.007252291,0.080197856,-0.072193295,-0.044657245,-0.0058012726,0.014505738,0.028926292,-0.06590727,-0.015591886,0.026008556,0.029170552,-0.024679089,-0.012208008,0.062146727,0.022931188,0.011656609,0.037841827,0.06810042,-0.019783095,-0.015093673,0.07272938,-0.021786487,0.06536071,0.03914102,-0.035948094,-0.021864034,-0.010742404,0.026702378,0.0100444155,0.073571265,-0.020847222,-0.047597416,-0.027611382,0.028843002,-0.03674977,0.018931825,-0.04224166,-0.037546784,-0.007193193,0.0030719847,0.053654365,0.023254002,0.06453239,0.029449843,-0.020188948,0.046525974,-0.0145231895,0.038303275,0.026074832,-0.024073355,-0.021735253,0.023772977,-0.0412872,0.03750232,-0.0018088944,-0.023383595,-0.00013592542,0.040434286,-0.0022928205,-0.055007312,0.008211689,0.020944122,0.027504954,-0.011304457,-0.02745479,-0.0249725,0.018304614,-0.029756457,0.011671191,0.017883517,-0.021166014,0.006072266,0.03662264,0.023614371,-0.0322622,-0.03171779,0.0010269306,-0.031681173,0.029031878,-0.0012261333,-0.005598779,-0.029311392,-0.0015930252,0.013343421,-0.0062821764,-0.023071706,-0.035656143,170000.0,115000.0
0.003891648,-0.35382974,-0.027827732,-0.047094528,-0.027141698,0.11514379,0.18359847,-0.033686474,0.15824774,-0.24769689,0.08878931,-0.23560008,-0.001973509,-0.13222581,-0.11947094,0.010865102,0.09167386,0.34119463,-0.030694583,-0.023888089,-0.036424037,-0.13606243,-0.035599533,0.2754719,0.037237916,0.057945993,-0.06164926,-0.07467797,0.11007058,-0.0433737,0.012383363,-0.12636963,0.006670149,-0.12555821,-0.0034364995,-0.09865141,-0.028271604,-0.1375453,0.048151102,0.14891964,-0.024868703,0.021440769,-0.058938034,0.004758102,-5.4211738e-05,0.0055363397,-0.030300904,-0.049647022,0.07455144,0.09801062,0.01836578,-0.0033050121,0.12979388,-0.024260588,-0.03708106,-0.01320222,0.007318097,-0.0025204732,0.03971332,-0.049128003,-0.037365753,0.03319368,-0.037280466,-0.028427292,-0.07349857,-0.02489519,0.033608247,-0.024655495,-0.026045369,-0.010649596,0.04623553,0.027141258,0.05497655,0.020836152,-0.053809714,-0.01814141,0.014096687,-0.035687607,0.03221464,0.010933086,-0.04100715,-0.018402185,0.032694038,0.03782825,0.034563728,0.023609208,0.041978076,-0.030015519,-0.047257666,-0.0039668917,-0.015210379,-0.04269225,0.016917672,-0.007848206,0.008619377,-0.03379557,-0.03548369,0.010386445,-0.04577007,-0.006337708,-0.0067010587,0.009433282,-0.028634008,-0.041960254,0.03301339,-0.001281333,-0.0030385768,0.017552258,-0.052964527,0.0657542,0.05073144,0.018581972,-0.0018421154,-0.008868769,0.02292932,0.013396097,0.029711973,0.029359905,0.059233528,-0.053105634,0.05387802,-0.026578676,0.015703201,0.0069123176,-0.00853194,-0.014940943,-0.034828667,0.011981558,0.03923329,0.007245884,0.0035888893,-0.024946438,0.059146885,-0.01953558,-0.02439824,0.010067862,0.032899726,-0.018610375,-0.074152954,0.002155019,-0.0057302695,-0.0063541443,0.003979958,0.002682924,-0.0032841791,0.003958772,-0.019906221,-0.030981787,0.04246629,0.027188608,0.014767046,-0.03638559,0.0035985017,-0.006477947,-0.015488131,0.005660619,0.011407632,-0.018643511,0.008597247,-0.008977653,-0.019002281,-0.016105026,-0.026879994,0.0121161705,0.020222591,-0.05813161,-0.006768639,0.00199875,-0.014918942,-0.021118678,-0.03311878,0.01785805,0.005023505,0.012255136,0.0077790217,-0.035986327,-0.006335832,0.02459944,-0.020801717,0.056795664,0.009610695,0.008839759,-0.019488508,97900.0,65000.0
-0.2482597,-0.0980787,-0.005586694,0.020192029,0.02444218,0.13524963,0.074387155,-0.052661642,-0.11332929,0.026012003,-0.096597776,-0.0076762717,-0.04433368,-0.10520319,0.12920631,-0.14209992,-0.0111483745,0.018542185,-0.12768552,-0.0575296,0.07746306,0.004404163,0.026919976,0.013867431,-0.012741853,-0.019113949,0.001643327,0.04010092,-0.023135928,-0.12467767,-0.0069994736,0.025919292,-0.08124157,0.014616014,0.0016025403,0.03910953,-0.06826982,-0.083891355,-0.082608216,0.088036515,0.051876534,0.08219691,0.0036021732,-0.03976738,-0.063479915,0.05097757,0.017633148,0.09860444,-0.06007336,-0.010382322,-0.013857138,0.044936907,0.03700987,0.06764249,0.006988187,0.039934155,-0.113663234,-0.0507681,-0.07713842,0.044014916,0.01624013,0.028060706,-0.0049745003,0.020909322,-0.044808757,-0.007908125,0.120401256,-0.054628734,-0.08987271,0.016935939,-0.0077687115,-0.004182501,0.004597514,0.0067283767,-0.022359807,-0.022879966,-0.005523846,-0.051583555,-0.045189932,0.0060173627,0.033847157,-0.043257598,0.0038647088,0.02301184,-0.10945062,-0.009889639,0.012424783,-0.023659991,0.017889773,0.004647407,0.030127503,0.05903502,-0.0059002545,0.055442195,-0.037249643,-0.110558584,-0.011058808,0.021366086,-0.09284348,-0.016587706,0.005802166,0.044986155,0.043277424,-0.025554001,-0.0026710115,0.09276601,-0.004748867,-0.09830411,0.064431585,-0.025674002,0.059002448,-0.059504542,-0.046213258,-0.02790582,0.08077504,0.021303061,0.031777207,-0.07707481,-0.04167128,0.041085113,-0.040343773,-0.018783161,0.055849742,-0.0745204,0.059382625,-0.0047451146,0.041399118,0.05723607,0.048375648,0.03322281,-0.012768727,0.077089116,0.079557344,-0.019156855,0.05184121,0.10914079,0.014104074,0.07595254,-0.027421884,-0.0006434886,-0.0040652603,0.03429981,-0.01790652,-0.09145551,0.026928356,-0.05222012,0.015082987,-0.017177355,-0.094196364,-0.0022172066,0.013775499,-0.03258205,-0.008735704,-0.02425631,-0.016393658,0.027931668,-0.0011580841,0.07210344,-0.0055629686,-0.03319999,-0.036675148,-0.020504473,-0.040322322,-0.058371067,-0.074121416,-0.05762597,-0.024652988,-0.006842326,0.00017419684,0.02128275,0.0069376193,0.0076441383,-0.018583016,0.0014179115,-0.013969077,-0.0106799295,-0.03527798,-0.039291583,0.055040713,-0.01978699,-0.03659592,0.016689554,0.023132036,180600.0,120400.0
0.14933684,-0.30011413,-0.06463156,-0.0062529654,-0.023039225,0.11405612,0.1695525,0.00097475364,0.10435655,-0.14143088,0.10990402,-0.2216498,0.013631406,-0.13038592,-0.14515649,0.08291362,0.102042936,0.3078204,-0.035142753,0.004589358,-0.011686337,-0.080113694,0.0047812765,0.37209263,0.062287472,0.18592899,-0.07972548,-0.0841664,0.12470858,-0.025546513,-0.011649066,-0.102424935,0.08313007,-0.09207948,-0.01712151,-0.049252078,-0.007197633,-0.104812086,-0.062582985,0.10093068,-0.03772611,-0.0808274,-0.0015780324,0.029866142,-0.028176464,-0.011397388,-0.021400852,-0.10389504,0.059194963,0.116890565,0.0063331528,0.017195305,0.10401755,-0.07743617,-0.05669795,-0.033052217,-0.008709173,-0.040815897,0.02400371,0.0037803254,-0.062850416,0.015797568,-0.00023573374,-0.03694343,-0.090038545,0.002768296,0.02236117,-0.07254527,0.015240318,-0.0498974,0.062680066,0.033110928,-0.009778747,-0.060382742,-0.07478095,-0.028736714,0.055713706,-0.00911053,0.035091437,0.0426297,-0.06970896,-0.025284333,-0.011610321,0.06645238,-0.0020892455,0.009229442,0.012010304,-0.016986588,-0.01311099,-0.013629343,-0.0064166216,0.015275639,0.092294425,-0.009613082,0.010012224,-0.0354282,-0.08281091,0.021340806,-0.09516215,-0.0013382053,0.0054621086,-0.027349126,-0.05839298,0.00031391138,0.023000719,-0.010809235,0.023055812,0.018251086,0.0151711125,0.01257771,0.007559604,0.051115014,-0.058524203,-0.049369488,0.049458805,0.04196253,-0.032078188,0.027337465,-0.02742823,0.018172808,0.0024056898,0.04550031,0.0075450977,0.004464512,0.00086557335,-0.009474477,-0.057826113,0.05091833,0.031077785,-0.037544366,0.008635508,-0.034552664,0.010001333,0.0052030846,0.0123913,0.018770559,0.044134773,0.010871751,-0.038823072,-0.0028232785,0.03716722,-0.023262735,-0.045836713,0.01363895,-0.007825182,0.044234555,-0.0076323817,-0.017786186,0.017836312,0.005510528,0.052961465,-0.026964677,-0.06631588,0.0046391925,0.011913611,-0.012409353,0.0017206921,-0.0049611647,0.02697613,-0.03785808,-0.024192004,0.016481563,-0.041557286,0.008569685,0.015313888,0.002371533,0.0067363307,-0.03876188,0.00840277,-0.02997695,-0.008182965,0.0107735265,-0.022753078,0.017907659,-0.0020200044,-0.009487914,-0.028441153,-0.015209279,0.012777557,0.024360705,-0.005179127,-0.0068203835,-0.010458405,97900.0,65000.0
0.047673322,-0.28591204,-0.07356525,-0.026728423,-0.037903458,0.14144573,0.21171553,-0.049967322,0.070243806,-0.19014297,0.014387884,-0.21361029,0.027332516,-0.1135681,-0.09561333,0.05528871,0.1595862,0.330267,0.011551975,-0.04530655,-0.029358001,-0.11627659,-0.07191735,0.26472586,0.10321028,0.14681713,-0.108799055,-0.04325263,0.17031552,-0.11583657,0.021198846,-0.114358984,0.020641182,-0.097217396,0.0027374623,-0.06514875,-0.011735919,-0.09876225,0.029627357,0.10937794,-0.048251636,0.034283258,0.034687925,-0.014283015,0.022915125,0.015417204,-0.043031473,-0.033333946,0.14825061,0.09043671,0.0018946145,-0.016370568,0.14548889,-0.061310112,0.0043314826,-0.06194727,0.034251403,-0.088055,0.068699904,0.027508028,-0.07468195,0.03609939,-0.020851936,-0.037607092,-0.07065492,0.0154798115,0.058092754,0.0133372005,-0.010830991,-0.03702796,0.0694255,0.063737676,0.034451425,0.008498089,0.0069729504,-0.009180323,0.053606812,-0.0034434653,0.043351565,0.022840168,-0.019886348,-0.011527876,0.0404885,0.07991581,0.018288039,0.0063189915,0.046829507,-0.00399638,-0.024646278,-0.007575086,-0.0027719843,-0.034224197,0.039741255,0.0035853093,0.01592992,-0.020893088,-0.085562386,0.039353184,0.0097691985,0.027787795,-0.067482494,-0.0021164478,-0.024774,-0.0072088754,0.022710778,0.022759864,0.023131564,0.023579292,-0.06263078,0.06950608,0.015319454,-0.002577475,-0.019486329,0.015294796,0.024780214,-0.018716482,0.03924666,0.0021322607,0.035325494,0.010277478,0.042203926,-0.01736626,0.033172384,-0.026580904,0.027769988,-0.017496983,-0.040164907,0.045443058,-0.017140422,-0.04421955,0.004201093,0.007744092,0.017551668,-0.017351419,-0.022114022,0.013132163,0.052597426,0.0014756765,-0.054454464,-0.0077820937,-0.0091920905,-0.027105762,0.009649197,0.0067648296,-0.009863325,-0.00029807803,-0.024887126,0.007930291,0.027033394,0.049747977,-0.0017909408,0.0033653616,-0.005058531,-0.030765215,0.034300126,0.018117066,0.01868951,-0.0394448,0.011231956,-0.044773333,-0.057062104,-0.017697085,-0.043864615,0.005172953,0.075076014,-0.053324156,0.0017826016,0.0383549,-0.021199,0.013960796,-0.011805142,-0.0050991625,-0.030465916,-0.0017186544,0.0046363743,-0.027957615,0.03270502,0.0014300465,-0.025512144,0.041169696,-0.027110308,0.013582717,-0.02282207,97900.0,65000.0
-0.043322522,-0.2060513,-0.10444212,0.08835179,-0.018223898,-0.16787043,-0.025310913,0.06381086,0.16687122,-0.1733483,-0.017764663,-0.21315444,-0.122783214,-0.07061866,-0.13800989,-0.104603946,0.122313485,-0.0650001,-0.054760356,0.0568979,-0.0019409474,0.033641674,-0.040790755,0.028875344,-0.0567954,-0.0031595377,0.010615529,-0.09634702,0.045041118,-0.0864891,-0.068312965,-0.07916648,0.119111225,-0.08701203,-0.049124658,-0.060291007,-0.011979665,0.010092736,0.039672207,0.03958392,-0.06345082,-0.02127229,-0.03161983,-0.10996667,-0.025854671,-0.039554942,-0.055856932,0.047235142,0.02377031,-0.067248814,-0.014125361,0.08083219,0.048497837,-0.0306803,-0.041406184,-0.0002395846,0.021540971,-0.040055882,0.067765646,0.048032995,0.14639993,0.096783295,-0.0842104,0.027284227,-0.06299309,-0.032772735,-0.050413053,0.016710684,0.04777572,-0.0038186694,0.13292891,0.0497752,0.0101425005,-0.03203102,-0.007755441,-0.03835695,-0.07243402,0.041362356,0.011378155,0.008593307,-0.07861236,-0.014626351,-0.018791597,0.002210364,-0.03729495,0.09302514,0.0812065,0.018079417,0.021017931,-0.058721248,-0.03173495,0.066856466,-0.06845519,-0.024305997,0.052604947,0.027360475,0.054274395,0.059368704,-0.050050475,0.009967061,0.03154394,0.021759288,0.0022544737,0.0071347714,0.013880241,-0.041136257,0.025830416,0.00094249315,0.018571215,-0.01136039,-0.015840953,0.045452435,-0.0124244485,-0.036746267,-0.0121194115,-0.027007906,-0.016739229,0.005382027,-0.070137836,0.0022645541,-0.062281568,0.022635076,-0.021921324,-0.0055924444,-0.0026627886,-0.009070682,0.052736197,0.009594589,-0.05483544,0.025212487,-0.0072838967,0.05243213,-0.002640731,-0.024993109,0.034883123,-0.011743956,-0.031388845,0.03569009,0.037447166,-0.034305993,-0.0092236055,0.003318653,-0.0108053265,-0.060925424,0.051719576,0.040652275,0.01719765,-0.00016167476,-0.039011065,0.02821084,0.023829095,-0.009332462,0.10072941,0.04438041,0.0090701915,-0.03278563,0.0032847016,-0.027736027,-0.013834488,-0.006922216,0.05150589,-0.035458177,-0.0015519251,-0.003500098,-0.021005385,0.007122586,0.0042250035,-0.0030294748,0.009986826,0.0064948937,0.04751389,-0.038674276,0.005639436,0.02151107,0.015673488,0.009790083,0.03747494,-0.012402414,0.021435939,0.017059173,0.035534404,0.021845877,-0.029961737,200000.0,65000.0
-0.10770804,-0.16171712,-0.031744733,0.12414209,-0.22702919,-0.279491,-0.11392264,0.16488199,0.0022378855,-0.18375927,-0.064387456,-0.15411806,-0.110513724,-0.090186775,-0.048543114,-0.04615063,-0.06617377,-0.12437508,-0.012926681,0.09033744,0.00016888478,-0.0061915517,-0.08283967,-0.04044562,-0.032528277,-0.07638224,0.018934797,-0.04583386,0.040287394,0.04201159,-0.07100428,0.04907015,0.036034655,-0.0046368693,-0.026529869,0.027770087,-0.012656941,0.12710638,-0.092120424,0.05160347,0.011712693,-0.07341026,-0.020731034,-0.013092965,0.05243601,-0.041390568,0.020878421,-0.02699463,0.009122085,-0.060377747,-0.01576722,-0.0082604475,0.08192789,-0.01015393,-0.04507493,0.008629249,-0.07161774,0.018905839,-0.0034828493,-0.07039598,0.029974697,0.07972191,-0.0030933341,0.010641181,-0.06863695,0.010791982,0.008862837,-0.014888276,0.022730215,0.032111883,0.0463676,0.069470786,0.058360122,0.0136336405,0.012575527,0.0004147037,-0.017113874,-0.008289193,0.004015349,0.030916495,0.02801982,0.0013141251,-0.027780766,0.028351378,-0.008095042,0.03268146,0.05583382,-0.05296122,-0.02329213,0.056476258,-0.003655468,0.115425095,0.052061036,0.041009266,-0.023237066,0.054140646,0.057252843,0.0680228,-0.012768171,-0.01792742,-0.023907926,-0.0440485,0.0094055915,-0.022275094,0.025336346,-0.028810255,0.07954854,-0.005744605,0.011430384,0.010311429,-0.1074655,0.022074673,-0.022943577,0.013615494,-0.043307416,-0.022421507,-0.031810496,-0.0042092837,-0.0016537906,0.028735721,-0.059354622,0.010307855,-0.053719107,-0.03673613,0.037686042,0.0023958858,-0.00281602,0.0057098544,-0.061957177,-0.02481992,0.008750006,0.07132543,-0.007625628,-0.016335238,-0.0057606334,-0.0016380239,-0.024646597,0.04653957,-0.020618103,-0.026492206,-0.010393998,-0.028655278,-0.029397834,0.0034054392,0.0063673696,-0.010228364,0.003695036,0.008380866,0.004978435,-0.03278191,0.0134597905,-0.016344896,0.005688984,-0.01633518,0.015742566,-0.002034041,0.02565534,-0.018363569,0.030863788,0.021196527,0.0044895085,0.056497905,0.015218209,-0.02005682,-0.03580055,-0.04582131,-0.0010588332,0.0063578417,0.06517274,-0.0053261206,0.030559763,0.004850685,-0.012725973,-0.02702469,-0.023680069,-0.0115500735,0.00016370007,0.020875577,0.018554455,0.020336462,0.021486135,-0.011316916,-0.03769016,200000.0,65000.0
-0.19423646,0.12917726,0.14020874,-0.0071742097,0.0049899477,0.20174299,-0.017754117,0.05171553,0.115842186,-0.019664394,-0.1483358,-0.11070122,-0.030775238,0.10470682,-0.09494979,-0.05801019,0.07526768,-0.007837645,-0.024285804,-0.06553728,0.015363391,-0.12462093,-0.041725047,-0.010174848,0.033895206,0.089716166,-0.009691843,-0.060641993,-0.027828896,0.12702659,0.0037903623,-0.011880312,-0.05344781,-0.047526743,0.010681639,0.042160727,0.0050102277,0.037770983,0.04336249,-0.07320946,-0.046868842,0.089752056,-0.012729332,0.022953277,-0.023731556,0.031102477,-0.0869075,0.068298236,-0.038115695,-0.086586826,-0.022496993,0.08983759,-0.06863699,-0.004671839,-0.017274942,0.099156484,-0.07918141,0.085867055,0.01513559,-0.05744131,-0.004343965,0.060789354,0.07076826,0.0021525433,-0.00031761263,0.020685816,0.0345964,0.03018164,0.014016182,0.007085766,0.025676487,0.02239669,-0.015912334,0.06162382,-0.033416767,-0.06943333,0.025573071,0.010284169,0.026365338,-0.05834952,0.014482053,-0.089284696,0.015161909,0.108209595,0.03158474,-0.038872007,-0.0023207557,0.030049602,0.047325246,0.043812674,-0.010802825,-0.03045371,0.018874552,-0.06720843,0.035831284,0.05994027,-0.0011477406,-0.039256606,0.040696293,-0.040295582,0.034056544,-0.011779811,0.039850358,-0.043609314,-0.021547524,-0.042321943,-0.025791049,-0.0012863689,-0.052438464,-0.018766815,-0.042994,-0.04350122,0.008129828,0.07174443,-0.023755044,0.002857013,-0.017845806,0.0011283824,-0.10513649,0.024365123,-0.016854918,0.0074294074,-0.020007936,0.042371634,0.03360837,0.023395723,0.010293411,0.006654466,0.0007677055,0.0070510977,-0.021391567,-0.011588916,-0.050064337,-0.016232813,-0.003296162,0.021133661,0.0062856115,-0.055541188,-0.020763755,-0.01080767,0.016494207,-0.0030441976,-0.00083541416,0.01077722,0.004724536,0.03531772,0.042112004,-0.02769369,0.024301758,-0.0007994189,0.01100487,-0.014668793,0.0032443062,-0.060984492,0.015005531,0.051465906,-0.0022539345,-0.029547157,0.020263035,0.011643767,-0.025294976,0.017232098,0.0044871285,0.034348942,-0.01136813,0.011042703,-0.028272595,0.0039565237,0.005856316,0.016505994,-0.0304788,0.019110031,-0.04704264,-0.005400497,0.042426966,0.012766172,0.014053144,-0.017776543,-0.002096497,-0.023342015,0.025213666,0.00079657394,0.0015072109,225500.0,121800.0
-0.11851133,0.09844639,0.1828557,-0.23686455,0.17751244,0.007954845,0.09239746,0.055623535,0.010616159,0.10044635,0.09468158,-0.037437294,-0.004978468,-0.104020126,0.1253882,0.0031638094,-0.019327775,0.1025535,0.13124572,0.087981455,0.014184194,-0.03533736,-0.17484494,0.07612692,0.048900973,0.012654921,0.057979163,0.026662525,-0.07189165,0.015051549,-0.07123825,-0.0665292,0.14400794,0.097425535,-0.07743389,-0.033293903,-0.07982517,0.031865012,-0.048791423,0.09724353,-0.09166883,-0.011235779,-0.043002274,0.042720433,-0.032753274,0.00814476,-0.023337094,0.023230763,-0.025858955,0.007397663,-0.023425702,0.06917267,0.061897356,-0.117918916,0.05219337,-0.062181853,-0.17764279,0.031266782,0.0028388465,0.064155124,0.04928027,0.062371265,-0.028301572,-0.021504903,-0.06713278,-0.107142046,-0.058318518,0.05935656,0.050061993,-0.027414754,-0.06907259,-0.087002695,-0.0018563145,-0.106478706,0.033862468,0.0028641853,-0.02130808,-0.048631877,-0.061393145,0.13334724,0.008275924,0.05474937,-0.037903223,-0.082913615,0.020565521,-0.02799863,0.048967212,0.07420175,0.025769178,-0.0023274848,0.052049313,0.027343532,0.07660481,0.013862777,0.051960364,0.038436595,-0.045750998,-0.04387152,0.004348439,-0.05069503,0.07181239,-0.017618954,0.04953431,0.030997891,-0.030744107,0.006175867,-0.05264058,-0.0342797,-0.0041434756,0.028969536,-0.047272515,0.020005133,-0.0006626089,0.019122133,-0.014261728,-0.037438475,-0.024562841,-0.009852455,-0.022701137,-0.022828843,-0.039467137,-0.022980943,-0.028001284,0.0038171893,-0.0062838392,0.021924412,-0.0069030197,-0.052486494,0.021333378,0.031245314,-0.0023734742,-0.083772056,-0.0070822136,0.025791842,0.007943547,-0.03276064,-0.011729042,0.002332914,0.015135277,-0.009910212,0.07892385,-0.010895031,-0.04141398,-0.06609332,0.02191347,0.030092847,0.0068480214,0.04581913,0.0081744185,-0.006949068,-0.009540051,0.0028771767,0.010024171,0.0008934305,0.00916192,0.01860323,-0.015155551,-0.020428136,-0.0079368735,-0.013924602,-0.022773063,0.0643616,0.056432296,0.021352181,-0.032082483,0.004572144,0.009984574,0.029207911,0.014456904,-0.011875247,0.009378107,0.047053073,0.0042892,-0.034553632,-0.021618178,-0.019946927,-0.016733205,-0.0030834135,-0.0007980613,-0.016017646,0.036777105,0.0035436081,-0.036395036,150000.0,115000.0
