,model_name,r2,mea,rmse
0,bigram,0.865297907752251,12.10338907416694,18.38298560165503
1,t5_scotus_embeddings,0.4076672273670632,30.85800442452075,40.331869073635296
2,paraphrase_scotus_embeddings,0.3171813680436929,32.90961684337945,43.401255765428296
3,smoothed_unigram,0.8013479028401372,15.098377491683527,22.271833055977165
4,unigram,0.837300194043154,14.256240064555971,20.407711440864272
5,tfidf,0.7981815890816824,14.362065173628062,22.683913377785263
